highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,total_clicks,days_active,avg_daily_clicks,avg_score,total_score,submission_count,min_score,max_score,withdrew_early,dropout
2,3,1,0,60,519.0,39.0,3.5067567567567566,78.4,392.0,5.0,75.0,82.0,0,0
2,7,1,0,60,1734.0,94.0,3.931972789115646,66.6,333.0,5.0,62.0,71.0,0,0
0,6,0,0,60,2386.0,145.0,3.2330623306233064,61.2,306.0,5.0,55.0,65.0,0,1
0,3,1,0,330,1430.0,34.0,5.766129032258065,35.666666666666664,107.0,3.0,30.0,40.0,1,1
2,3,1,0,60,1022.0,76.0,2.5297029702970297,58.857142857142854,412.0,7.0,50.0,68.0,1,1
0,9,1,0,60,1146.0,78.0,3.1745152354570636,69.6,348.0,5.0,60.0,88.0,0,0
0,0,0,0,120,685.0,65.0,2.6550387596899223,67.8,339.0,5.0,60.0,75.0,0,0
2,5,1,0,60,1967.0,87.0,4.230107526881721,59.75,239.0,4.0,52.0,65.0,0,1
2,0,1,0,60,701.0,53.0,3.5583756345177666,65.6,328.0,5.0,49.0,80.0,0,0
2,8,1,0,60,4712.0,170.0,4.822927328556807,82.4,412.0,5.0,79.0,86.0,0,0
0,5,1,0,120,2388.0,126.0,2.9812734082397006,66.5,532.0,8.0,62.0,71.0,1,1
2,7,1,0,60,1888.0,83.0,5.363636363636363,52.6,263.0,5.0,50.0,56.0,0,0
1,2,2,0,60,2385.0,188.0,3.3125,70.0,350.0,5.0,60.0,78.0,0,0
0,7,1,0,60,319.0,8.0,3.625,0.0,0.0,0.0,0.0,0.0,1,1
0,4,0,0,60,3385.0,110.0,4.123020706455542,62.2,311.0,5.0,55.0,71.0,0,0
2,8,0,0,60,1454.0,56.0,4.751633986928105,73.8,369.0,5.0,64.0,79.0,0,0
0,4,0,0,120,231.0,11.0,3.039473684210526,70.0,70.0,1.0,70.0,70.0,0,1
0,3,1,0,60,1346.0,73.0,3.3819095477386933,69.0,345.0,5.0,65.0,72.0,0,0
0,7,1,0,60,4214.0,164.0,3.046999276934201,66.0,330.0,5.0,63.0,70.0,0,0
0,5,1,0,60,1401.0,95.0,3.228110599078341,67.2,336.0,5.0,61.0,80.0,0,0
1,3,1,0,60,1455.0,72.0,3.5060240963855422,75.6,378.0,5.0,75.0,76.0,0,0
0,2,0,0,60,1080.0,69.0,2.8877005347593583,71.2,356.0,5.0,57.0,85.0,0,0
0,1,1,0,60,3236.0,168.0,3.5521405049396266,76.4,382.0,5.0,73.0,80.0,0,0
0,8,1,0,120,2543.0,82.0,4.114886731391586,54.5,109.0,2.0,38.0,71.0,1,1
0,2,0,0,60,1685.0,118.0,2.7003205128205128,83.0,415.0,5.0,79.0,87.0,0,0
2,3,1,0,60,307.0,33.0,2.765765765765766,51.4,257.0,5.0,35.0,60.0,0,0
0,9,0,0,150,303.0,24.0,2.7545454545454544,61.2,306.0,5.0,52.0,72.0,0,0
1,2,1,0,60,1129.0,44.0,3.5841269841269843,32.0,96.0,3.0,11.0,51.0,1,1
0,9,1,0,60,1726.0,82.0,3.4451097804391217,75.8,379.0,5.0,70.0,79.0,1,1
1,9,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2,4,1,0,120,565.0,36.0,2.9123711340206184,57.2,286.0,5.0,44.0,72.0,0,0
2,4,0,0,60,593.0,28.0,3.825806451612903,80.0,400.0,5.0,74.0,85.0,0,0
2,2,1,0,60,1814.0,107.0,3.501930501930502,73.2,366.0,5.0,67.0,80.0,0,1
0,6,0,0,60,445.0,30.0,3.0902777777777777,51.5,206.0,4.0,35.0,67.0,0,1
1,10,0,0,60,1588.0,123.0,2.9191176470588234,67.8,339.0,5.0,56.0,79.0,0,1
0,7,0,0,180,2106.0,125.0,3.3696,69.0,414.0,6.0,62.0,79.0,1,1
1,9,0,0,60,7182.0,257.0,3.220627802690583,83.4,417.0,5.0,72.0,90.0,0,0
1,2,0,0,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,8,0,0,120,2148.0,93.0,4.211764705882353,75.6,378.0,5.0,63.0,86.0,0,0
2,7,1,0,60,2146.0,70.0,4.470833333333333,50.6,253.0,5.0,40.0,57.0,0,0
0,2,0,0,120,749.0,83.0,2.480132450331126,73.4,367.0,5.0,64.0,85.0,0,0
0,9,0,0,60,818.0,44.0,4.351063829787234,73.0,292.0,4.0,68.0,75.0,1,1
0,8,0,0,120,574.0,23.0,4.592,46.8,234.0,5.0,40.0,57.0,0,1
1,2,0,0,120,1497.0,42.0,6.2635983263598325,80.0,160.0,2.0,77.0,83.0,1,1
2,5,1,0,90,3344.0,202.0,3.4262295081967213,82.8,414.0,5.0,72.0,89.0,0,0
0,8,1,0,60,2458.0,166.0,3.5214899713467047,77.6,388.0,5.0,72.0,80.0,0,0
0,1,1,0,120,953.0,51.0,3.7968127490039842,51.0,51.0,1.0,51.0,51.0,1,1
0,3,0,0,60,2684.0,101.0,3.970414201183432,74.4,372.0,5.0,67.0,87.0,0,0
0,3,0,0,60,622.0,39.0,2.3831417624521074,60.6,303.0,5.0,55.0,66.0,0,0
2,8,1,0,120,183.0,21.0,2.506849315068493,24.666666666666668,74.0,3.0,0.0,40.0,0,1
2,8,1,0,180,1611.0,94.0,3.7905882352941176,70.0,350.0,5.0,60.0,85.0,0,0
2,8,1,0,60,4187.0,229.0,3.647212543554007,90.6,453.0,5.0,86.0,95.0,0,0
1,9,2,0,60,3424.0,177.0,4.919540229885057,78.8,394.0,5.0,68.0,86.0,0,0
1,7,2,0,60,967.0,53.0,4.063025210084033,56.0,112.0,2.0,50.0,62.0,0,1
2,2,1,0,60,523.0,33.0,3.16969696969697,44.5,178.0,4.0,30.0,52.0,0,1
1,5,2,0,60,3115.0,145.0,2.9638439581351093,67.0,134.0,2.0,67.0,67.0,1,1
0,4,0,0,60,323.0,43.0,2.503875968992248,79.6,398.0,5.0,77.0,83.0,0,0
2,8,1,0,60,1949.0,97.0,3.9136546184738954,75.8,379.0,5.0,70.0,83.0,0,0
2,9,0,0,120,1616.0,111.0,3.9128329297820823,55.6,278.0,5.0,48.0,65.0,0,0
1,9,0,0,120,1690.0,99.0,2.9340277777777777,73.6,368.0,5.0,67.0,78.0,0,0
2,4,0,0,240,2864.0,150.0,3.3615023474178405,77.2,386.0,5.0,74.0,81.0,0,0
1,4,1,0,60,3070.0,198.0,2.888052681091251,79.4,397.0,5.0,75.0,82.0,0,0
0,9,0,0,60,1617.0,97.0,3.61744966442953,76.6,383.0,5.0,74.0,80.0,0,0
2,1,0,0,60,1078.0,75.0,2.9696969696969697,60.8,304.0,5.0,50.0,70.0,0,0
0,2,2,0,120,470.0,76.0,2.06140350877193,61.75,247.0,4.0,58.0,64.0,0,0
1,6,1,0,60,1189.0,64.0,3.5386904761904763,78.0,390.0,5.0,71.0,85.0,0,0
0,8,0,0,60,1216.0,62.0,3.3966480446927374,63.2,316.0,5.0,40.0,72.0,0,0
1,9,2,0,60,1080.0,95.0,2.7551020408163267,80.8,404.0,5.0,72.0,98.0,0,0
2,4,0,0,60,228.0,9.0,3.737704918032787,0.0,0.0,0.0,0.0,0.0,1,1
1,10,1,0,60,2809.0,166.0,4.2368024132730016,62.6,313.0,5.0,59.0,66.0,0,0
2,9,0,0,60,1327.0,135.0,2.6381709741550696,64.8,324.0,5.0,54.0,77.0,0,0
1,8,1,0,120,519.0,13.0,5.580645161290323,53.5,107.0,2.0,45.0,62.0,1,1
1,9,1,0,60,4441.0,171.0,4.2784200385356455,80.6,403.0,5.0,70.0,94.0,0,0
1,8,2,0,60,7262.0,248.0,4.0165929203539825,81.2,406.0,5.0,72.0,92.0,0,0
2,3,0,0,60,650.0,51.0,2.981651376146789,71.2,356.0,5.0,54.0,85.0,0,0
0,7,0,0,60,248.0,17.0,3.701492537313433,65.4,327.0,5.0,60.0,70.0,0,0
0,8,0,0,60,1591.0,83.0,3.824519230769231,71.8,359.0,5.0,55.0,87.0,0,0
0,9,1,0,60,1359.0,82.0,3.511627906976744,71.8,359.0,5.0,57.0,86.0,0,0
0,9,0,0,120,493.0,52.0,2.4527363184079602,71.2,356.0,5.0,66.0,80.0,1,1
1,10,1,0,60,988.0,81.0,2.494949494949495,75.4,377.0,5.0,63.0,82.0,0,0
2,7,1,0,60,1890.0,129.0,4.41588785046729,70.8,354.0,5.0,65.0,77.0,0,0
0,7,0,0,60,261.0,17.0,2.9,64.0,128.0,2.0,64.0,64.0,1,1
0,1,0,0,60,1326.0,135.0,2.779874213836478,79.6,398.0,5.0,75.0,84.0,0,0
2,8,1,0,60,2905.0,121.0,3.9849108367626886,73.6,368.0,5.0,65.0,84.0,0,0
0,5,0,0,60,1868.0,56.0,6.185430463576159,76.0,380.0,5.0,62.0,87.0,0,0
0,8,1,0,60,2049.0,123.0,3.73224043715847,72.6,363.0,5.0,66.0,80.0,0,0
0,3,0,0,120,1160.0,76.0,3.5365853658536586,76.4,382.0,5.0,73.0,80.0,0,0
0,2,0,0,60,582.0,31.0,3.9863013698630136,70.0,350.0,5.0,64.0,77.0,0,0
0,9,0,0,60,491.0,48.0,2.4797979797979797,71.4,357.0,5.0,68.0,78.0,0,0
2,1,1,0,60,1181.0,60.0,4.473484848484849,78.2,391.0,5.0,68.0,85.0,0,0
0,8,0,0,60,1473.0,86.0,3.482269503546099,64.8,324.0,5.0,53.0,71.0,0,0
0,4,0,0,60,92.0,5.0,3.1724137931034484,0.0,0.0,0.0,0.0,0.0,0,1
0,1,0,0,120,797.0,46.0,2.6303630363036303,56.0,224.0,4.0,40.0,68.0,0,0
0,9,1,0,60,1964.0,132.0,2.489226869455006,79.4,397.0,5.0,76.0,82.0,0,0
2,3,1,0,120,2042.0,151.0,3.251592356687898,65.6,328.0,5.0,58.0,75.0,0,0
2,5,1,0,60,4109.0,216.0,3.091798344620015,79.2,396.0,5.0,78.0,81.0,0,0
0,8,1,0,60,2434.0,107.0,3.104591836734694,51.2,256.0,5.0,25.0,64.0,0,0
0,4,0,0,180,1596.0,125.0,2.9392265193370166,82.6,413.0,5.0,73.0,89.0,0,0
2,6,1,0,60,5974.0,211.0,3.824583866837388,83.4,417.0,5.0,75.0,88.0,0,0
0,0,1,0,60,641.0,56.0,2.4653846153846155,84.2,421.0,5.0,83.0,85.0,0,0
1,9,1,0,60,808.0,72.0,2.8055555555555554,63.2,316.0,5.0,48.0,78.0,0,0
0,9,0,0,60,612.0,46.0,2.6493506493506493,76.0,380.0,5.0,74.0,78.0,0,0
0,9,0,0,60,280.0,30.0,2.0437956204379564,57.2,286.0,5.0,35.0,68.0,0,1
1,2,2,0,60,3720.0,121.0,5.446559297218156,68.8,344.0,5.0,59.0,78.0,0,0
1,1,0,0,150,309.0,26.0,2.3059701492537314,43.333333333333336,130.0,3.0,36.0,48.0,0,1
0,8,0,0,60,2287.0,105.0,3.929553264604811,71.4,357.0,5.0,62.0,83.0,0,0
2,3,0,0,60,2815.0,202.0,3.206150341685649,78.6,393.0,5.0,74.0,83.0,0,0
0,1,0,0,60,289.0,12.0,3.8533333333333335,67.8,339.0,5.0,62.0,76.0,0,0
0,4,1,0,60,3929.0,257.0,2.2528669724770642,81.6,408.0,5.0,78.0,86.0,0,0
0,5,0,0,60,2297.0,193.0,2.784242424242424,84.8,424.0,5.0,78.0,90.0,0,0
0,4,1,0,180,472.0,76.0,2.107142857142857,58.25,233.0,4.0,54.0,62.0,0,0
0,7,1,0,120,4218.0,206.0,3.3609561752988046,79.4,397.0,5.0,60.0,94.0,0,0
2,6,0,0,120,758.0,69.0,2.838951310861423,67.8,339.0,5.0,58.0,76.0,0,0
1,8,2,0,60,2791.0,159.0,4.216012084592145,61.8,309.0,5.0,48.0,77.0,0,0
2,6,0,0,60,499.0,56.0,2.1695652173913045,46.8,234.0,5.0,38.0,55.0,0,0
0,6,1,0,60,2223.0,118.0,3.3732928679817906,86.2,431.0,5.0,83.0,88.0,0,0
2,4,1,0,60,1590.0,148.0,2.3981900452488687,77.6,388.0,5.0,71.0,82.0,0,0
0,4,0,0,60,429.0,19.0,3.4047619047619047,54.8,274.0,5.0,47.0,64.0,0,0
1,3,1,0,60,340.0,46.0,2.0238095238095237,64.8,324.0,5.0,56.0,73.0,0,0
2,0,1,0,120,4938.0,190.0,3.8043143297380584,63.0,315.0,5.0,52.0,70.0,0,0
0,6,0,0,60,1480.0,75.0,2.8136882129277567,71.0,355.0,5.0,64.0,78.0,0,0
1,9,2,0,60,3648.0,149.0,4.61188369152971,76.0,380.0,5.0,61.0,87.0,0,0
0,7,0,0,120,1295.0,102.0,3.0760095011876483,73.4,367.0,5.0,64.0,78.0,0,0
0,1,0,0,60,683.0,54.0,2.501831501831502,71.6,358.0,5.0,62.0,78.0,0,0
0,8,1,0,60,912.0,87.0,2.6666666666666665,51.4,257.0,5.0,47.0,57.0,0,0
0,7,0,1,60,176.0,13.0,3.142857142857143,67.0,268.0,4.0,66.0,68.0,1,1
1,4,0,0,60,6396.0,227.0,3.4931731294374657,80.2,401.0,5.0,74.0,88.0,0,0
0,4,0,0,120,950.0,79.0,2.8528528528528527,81.8,409.0,5.0,76.0,88.0,0,0
2,8,1,0,60,1782.0,76.0,5.165217391304348,60.666666666666664,182.0,3.0,50.0,72.0,1,1
2,3,0,0,60,665.0,32.0,2.8663793103448274,58.0,232.0,4.0,48.0,68.0,0,0
0,5,1,0,60,656.0,75.0,2.1578947368421053,77.6,388.0,5.0,68.0,85.0,0,0
2,8,1,0,60,2280.0,127.0,3.2995658465991315,71.2,356.0,5.0,67.0,76.0,0,0
2,1,1,0,60,802.0,29.0,3.9507389162561575,50.0,150.0,3.0,42.0,58.0,1,1
2,7,1,1,60,1240.0,93.0,2.973621103117506,65.33333333333333,392.0,6.0,55.0,74.0,1,0
2,9,0,0,60,381.0,43.0,3.0,45.0,90.0,2.0,32.0,58.0,1,1
2,6,1,0,60,1769.0,126.0,2.6722054380664653,82.6,413.0,5.0,75.0,90.0,0,0
1,2,0,0,60,3722.0,184.0,3.0684253915910964,82.0,410.0,5.0,74.0,89.0,0,0
1,8,2,0,60,1377.0,83.0,3.6047120418848166,61.8,309.0,5.0,53.0,70.0,0,0
1,9,0,0,60,3019.0,135.0,3.430681818181818,67.8,339.0,5.0,63.0,72.0,0,0
0,4,0,0,60,439.0,21.0,3.06993006993007,0.0,0.0,0.0,0.0,0.0,0,1
0,4,1,0,60,1695.0,98.0,3.6609071274298057,57.6,288.0,5.0,49.0,65.0,0,0
0,6,1,0,60,2590.0,81.0,3.978494623655914,67.0,268.0,4.0,61.0,75.0,1,1
0,4,1,1,60,2259.0,98.0,5.008869179600887,76.0,380.0,5.0,65.0,88.0,0,0
0,6,0,0,120,2042.0,162.0,2.755735492577598,87.2,436.0,5.0,83.0,90.0,0,0
1,7,1,0,60,2195.0,121.0,3.5749185667752443,64.8,324.0,5.0,62.0,67.0,0,0
0,5,0,1,60,1888.0,110.0,3.515828677839851,81.0,486.0,6.0,76.0,85.0,1,1
0,6,1,0,60,1831.0,103.0,2.8880126182965298,78.4,392.0,5.0,70.0,87.0,0,0
0,7,1,0,60,1252.0,82.0,3.6184971098265897,58.4,292.0,5.0,47.0,71.0,0,0
0,1,0,0,60,332.0,20.0,2.6141732283464565,60.0,300.0,5.0,54.0,65.0,0,0
0,9,1,0,60,157.0,9.0,2.9622641509433962,78.6,393.0,5.0,73.0,82.0,0,0
0,7,1,0,60,4000.0,128.0,4.4543429844097995,65.4,327.0,5.0,58.0,70.0,0,0
2,0,0,0,60,574.0,58.0,2.371900826446281,78.2,391.0,5.0,73.0,85.0,0,0
2,2,0,1,120,73.0,14.0,2.1470588235294117,0.0,0.0,0.0,0.0,0.0,1,1
2,9,1,1,60,610.0,43.0,3.01980198019802,53.142857142857146,372.0,7.0,43.0,72.0,1,0
2,9,1,0,60,2291.0,127.0,3.5796875,84.0,420.0,5.0,78.0,88.0,0,0
0,9,1,0,60,790.0,60.0,2.7526132404181185,61.0,305.0,5.0,55.0,66.0,0,1
0,9,0,1,210,756.0,41.0,3.024,48.833333333333336,293.0,6.0,39.0,65.0,1,0
0,2,1,0,60,415.0,26.0,3.074074074074074,75.0,75.0,1.0,75.0,75.0,0,1
2,3,1,0,120,368.0,65.0,1.7607655502392345,63.4,317.0,5.0,52.0,68.0,0,0
2,6,0,1,120,1718.0,127.0,2.911864406779661,68.66666666666667,618.0,9.0,32.0,82.0,0,0
0,3,1,1,60,3812.0,198.0,2.99685534591195,79.5,636.0,8.0,68.0,90.0,1,0
0,2,1,0,60,2342.0,102.0,3.956081081081081,66.4,332.0,5.0,58.0,78.0,0,0
0,6,0,0,60,141.0,17.0,2.0434782608695654,68.4,342.0,5.0,64.0,73.0,0,0
0,0,0,0,120,166.0,27.0,2.2739726027397262,67.0,201.0,3.0,56.0,73.0,1,1
2,9,0,0,60,765.0,34.0,3.1742738589211617,71.0,71.0,1.0,71.0,71.0,1,1
2,7,0,1,120,2645.0,134.0,3.2816377171215882,78.14285714285714,547.0,7.0,67.0,85.0,1,0
0,8,0,0,60,4746.0,98.0,5.296875,74.0,222.0,3.0,70.0,77.0,1,1
0,4,1,1,60,2062.0,124.0,3.182098765432099,68.2,341.0,5.0,65.0,75.0,1,1
0,4,0,0,60,1300.0,121.0,2.272727272727273,62.4,312.0,5.0,59.0,65.0,0,0
0,3,0,0,60,1062.0,30.0,4.871559633027523,77.0,77.0,1.0,77.0,77.0,0,1
1,7,2,0,60,2129.0,124.0,3.46742671009772,76.0,380.0,5.0,50.0,90.0,0,0
0,1,1,0,60,812.0,38.0,4.561797752808989,60.4,302.0,5.0,53.0,68.0,0,0
2,3,1,0,60,4841.0,222.0,4.306939501779359,75.4,377.0,5.0,72.0,78.0,0,0
0,7,1,0,60,1610.0,46.0,4.92354740061162,65.0,325.0,5.0,56.0,68.0,0,0
0,5,1,0,60,3779.0,166.0,3.0402252614641996,69.6,348.0,5.0,65.0,74.0,0,0
1,9,1,0,270,3018.0,72.0,5.285464098073555,85.0,85.0,1.0,85.0,85.0,1,1
2,9,0,0,60,833.0,66.0,3.292490118577075,65.6,328.0,5.0,60.0,72.0,0,0
2,1,1,0,60,236.0,30.0,2.5934065934065935,59.6,298.0,5.0,52.0,75.0,0,1
0,7,1,1,60,4497.0,167.0,3.0160965794768613,71.66666666666667,430.0,6.0,63.0,79.0,1,0
0,3,1,0,60,1836.0,90.0,3.5859375,75.8,379.0,5.0,66.0,88.0,0,0
1,1,1,0,60,2135.0,134.0,3.01980198019802,69.4,347.0,5.0,25.0,83.0,0,0
0,9,0,0,60,930.0,60.0,2.9245283018867925,66.0,330.0,5.0,45.0,78.0,0,0
1,3,1,0,60,1114.0,59.0,4.740425531914894,66.4,332.0,5.0,58.0,82.0,0,0
0,4,1,0,60,4028.0,194.0,3.2694805194805197,83.0,415.0,5.0,77.0,88.0,0,0
1,5,0,0,60,2386.0,91.0,4.562141491395794,70.6,353.0,5.0,63.0,76.0,0,0
2,5,1,0,60,702.0,37.0,3.7142857142857144,66.2,331.0,5.0,60.0,78.0,0,0
2,3,1,0,60,2811.0,148.0,3.7833109017496636,59.6,298.0,5.0,57.0,63.0,0,0
0,9,0,1,180,1257.0,136.0,2.1975524475524475,57.833333333333336,347.0,6.0,30.0,69.0,1,0
0,4,0,0,60,201.0,40.0,1.7179487179487178,46.4,232.0,5.0,42.0,50.0,0,0
0,1,0,0,60,2025.0,164.0,2.49691738594328,72.4,362.0,5.0,68.0,80.0,0,0
2,6,0,0,60,549.0,39.0,2.758793969849246,43.6,218.0,5.0,35.0,62.0,0,1
0,6,0,0,60,1365.0,99.0,3.211764705882353,67.2,336.0,5.0,52.0,78.0,0,0
0,4,0,0,60,2883.0,135.0,3.7248062015503876,85.0,425.0,5.0,78.0,90.0,0,0
0,3,1,0,120,865.0,73.0,2.5292397660818713,49.0,245.0,5.0,35.0,55.0,0,0
0,2,1,0,60,1987.0,114.0,3.1741214057507987,82.8,414.0,5.0,78.0,86.0,0,0
0,1,1,0,60,6609.0,205.0,5.195754716981132,80.6,403.0,5.0,74.0,87.0,0,0
0,8,1,1,120,426.0,43.0,3.1791044776119404,57.5,115.0,2.0,55.0,60.0,1,1
2,4,0,0,60,1178.0,86.0,2.923076923076923,70.2,351.0,5.0,62.0,74.0,0,0
0,4,1,0,60,2485.0,102.0,4.6103896103896105,74.0,370.0,5.0,68.0,85.0,0,0
2,9,1,0,60,1594.0,155.0,2.340675477239354,79.6,398.0,5.0,73.0,87.0,0,0
2,10,1,0,60,1444.0,95.0,3.2522522522522523,88.8,444.0,5.0,82.0,93.0,0,0
0,3,0,0,240,359.0,38.0,1.9617486338797814,53.8,269.0,5.0,46.0,59.0,0,0
0,3,0,1,120,191.0,18.0,3.4107142857142856,43.0,86.0,2.0,35.0,51.0,1,1
2,7,1,0,60,2080.0,143.0,3.146747352496218,81.8,409.0,5.0,78.0,84.0,0,0
2,4,0,0,120,251.0,26.0,2.5353535353535355,54.0,270.0,5.0,41.0,82.0,1,1
0,2,0,0,60,2090.0,117.0,3.381877022653722,45.0,135.0,3.0,40.0,50.0,1,1
1,5,0,0,60,605.0,60.0,2.3091603053435112,73.0,365.0,5.0,69.0,75.0,0,0
0,7,1,0,60,537.0,37.0,2.768041237113402,46.0,230.0,5.0,35.0,58.0,0,1
0,6,0,1,120,2028.0,82.0,4.251572327044025,67.66666666666667,406.0,6.0,65.0,70.0,1,1
1,5,0,0,60,895.0,74.0,2.4453551912568305,72.4,362.0,5.0,63.0,77.0,0,0
0,2,0,0,60,2682.0,143.0,2.98,83.0,415.0,5.0,74.0,88.0,0,0
1,7,0,0,60,1157.0,57.0,3.363372093023256,86.2,431.0,5.0,85.0,87.0,0,0
0,4,1,0,90,2267.0,113.0,3.257183908045977,72.8,364.0,5.0,68.0,77.0,0,0
0,0,0,0,60,1845.0,81.0,3.6462450592885376,73.6,368.0,5.0,65.0,80.0,0,0
0,7,1,0,60,3275.0,212.0,3.7005649717514126,73.4,367.0,5.0,68.0,78.0,0,0
0,3,0,0,120,134.0,4.0,4.466666666666667,0.0,0.0,0.0,0.0,0.0,0,1
1,9,1,0,60,1336.0,107.0,3.219277108433735,75.2,376.0,5.0,73.0,78.0,0,0
1,3,1,0,60,5805.0,166.0,4.111189801699717,66.0,330.0,5.0,57.0,74.0,0,0
0,7,0,0,60,311.0,26.0,2.3208955223880596,84.6,423.0,5.0,84.0,86.0,0,0
0,4,0,0,60,1859.0,109.0,2.75,81.6,408.0,5.0,75.0,88.0,0,0
0,5,1,0,60,7901.0,261.0,4.367606412382532,60.0,300.0,5.0,44.0,73.0,0,0
0,1,1,0,60,1422.0,147.0,2.562162162162162,80.6,403.0,5.0,73.0,86.0,0,0
0,7,1,0,60,2219.0,132.0,4.049270072992701,77.6,388.0,5.0,75.0,81.0,0,1
0,7,0,0,60,1097.0,126.0,1.8313856427378965,67.0,335.0,5.0,62.0,73.0,0,1
1,7,2,0,60,1642.0,53.0,5.701388888888889,64.0,320.0,5.0,55.0,69.0,0,0
0,3,1,0,60,1695.0,141.0,2.9173838209982788,77.2,386.0,5.0,65.0,87.0,0,0
0,7,1,0,120,1681.0,97.0,4.470744680851064,72.8,364.0,5.0,64.0,82.0,0,1
0,7,0,0,60,1604.0,118.0,2.9216757741347905,79.2,396.0,5.0,68.0,86.0,0,0
0,2,0,0,60,193.0,32.0,1.6637931034482758,52.8,264.0,5.0,37.0,62.0,0,0
0,7,0,0,60,1766.0,133.0,2.7044410413476263,85.2,426.0,5.0,82.0,88.0,0,0
0,2,1,0,60,7163.0,181.0,6.738476011288805,80.4,402.0,5.0,76.0,85.0,0,0
1,7,0,1,60,381.0,24.0,2.7214285714285715,74.8,374.0,5.0,67.0,88.0,0,0
0,5,0,0,60,3553.0,194.0,3.442829457364341,75.6,378.0,5.0,71.0,80.0,0,0
0,8,0,0,60,144.0,19.0,2.0,52.8,264.0,5.0,43.0,56.0,0,0
0,9,1,0,60,560.0,46.0,2.3045267489711936,66.0,330.0,5.0,58.0,71.0,0,0
0,4,1,0,60,2339.0,110.0,4.9872068230277184,76.0,380.0,5.0,66.0,90.0,0,0
0,5,1,0,60,1168.0,53.0,3.528700906344411,65.8,329.0,5.0,59.0,74.0,0,0
0,7,0,0,120,112.0,7.0,2.5454545454545454,0.0,0.0,0.0,0.0,0.0,0,1
1,8,1,0,60,6965.0,243.0,3.7791644058600107,80.8,404.0,5.0,73.0,88.0,0,0
0,0,0,0,60,1435.0,109.0,2.6973684210526314,68.6,343.0,5.0,55.0,81.0,0,0
0,9,1,0,60,4574.0,163.0,4.037069726390115,82.4,412.0,5.0,76.0,88.0,0,0
0,3,0,0,120,2141.0,112.0,3.1346998535871156,75.2,376.0,5.0,49.0,88.0,0,0
0,2,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,1,1,0,60,2444.0,125.0,3.9934640522875817,55.8,279.0,5.0,33.0,82.0,0,0
0,8,0,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
0,3,0,0,60,487.0,29.0,3.006172839506173,49.8,249.0,5.0,38.0,58.0,0,1
2,5,0,0,60,1043.0,120.0,2.674358974358974,59.6,298.0,5.0,54.0,65.0,0,0
1,9,1,1,60,6588.0,201.0,3.836924868957484,84.66666666666667,508.0,6.0,83.0,87.0,1,0
0,6,0,0,60,1648.0,145.0,2.148631029986962,82.2,411.0,5.0,79.0,86.0,0,0
1,6,0,0,60,283.0,51.0,2.1603053435114505,39.8,199.0,5.0,30.0,45.0,0,1
0,8,0,0,60,604.0,57.0,2.4552845528455283,70.2,351.0,5.0,54.0,86.0,0,0
0,2,0,1,60,3928.0,187.0,2.8567272727272726,86.875,695.0,8.0,86.0,90.0,1,0
0,3,0,0,120,93.0,6.0,2.90625,44.0,44.0,1.0,44.0,44.0,1,1
0,6,1,0,60,270.0,27.0,2.783505154639175,73.8,369.0,5.0,67.0,87.0,0,0
1,1,0,0,120,1784.0,72.0,3.568,68.5,137.0,2.0,68.0,69.0,1,1
1,7,0,1,60,3178.0,161.0,3.4543478260869565,82.33333333333333,494.0,6.0,75.0,95.0,1,0
1,9,0,0,60,165.0,21.0,2.323943661971831,73.8,369.0,5.0,70.0,78.0,0,0
0,10,0,0,60,1141.0,89.0,2.5640449438202246,77.4,387.0,5.0,68.0,85.0,0,0
0,2,1,0,120,700.0,46.0,3.4653465346534653,72.6,363.0,5.0,69.0,78.0,0,0
1,4,1,0,120,545.0,38.0,3.1142857142857143,61.5,123.0,2.0,40.0,83.0,1,1
0,8,1,0,60,425.0,35.0,2.4285714285714284,76.6,383.0,5.0,70.0,80.0,0,0
0,3,0,0,120,560.0,48.0,1.8481848184818481,52.2,261.0,5.0,40.0,63.0,0,0
2,8,0,0,60,1427.0,103.0,3.1570796460176993,69.6,348.0,5.0,60.0,77.0,0,0
0,1,0,0,60,944.0,116.0,2.210772833723653,64.6,323.0,5.0,54.0,79.0,0,0
0,7,1,0,60,398.0,44.0,2.248587570621469,64.6,323.0,5.0,57.0,75.0,0,0
0,0,0,0,60,945.0,82.0,3.0191693290734825,58.0,290.0,5.0,49.0,71.0,0,1
1,3,0,0,60,768.0,42.0,3.1604938271604937,71.5,286.0,4.0,64.0,78.0,0,0
2,8,0,0,120,1901.0,126.0,3.1630615640599,75.0,375.0,5.0,72.0,80.0,0,0
1,7,1,0,60,1638.0,111.0,3.3225152129817443,59.6,298.0,5.0,51.0,66.0,0,0
0,6,0,0,60,1265.0,117.0,2.6082474226804124,73.6,368.0,5.0,38.0,86.0,1,1
1,1,0,0,60,2960.0,125.0,4.8764415156507415,81.6,408.0,5.0,72.0,86.0,0,0
0,4,0,0,60,1528.0,71.0,4.186301369863013,65.6,328.0,5.0,62.0,70.0,0,0
